,min,max,avg
canny,0.3470158576965332,0.6676874160766602,0.4617570638656616
roberts,0.1592395305633545,0.367203950881958,0.19228966236114503
prewitt,0.2722897529602051,0.6733934879302979,0.32788705825805664
sobel,0.27736878395080566,0.4351072311401367,0.31461000442504883
opencv,0.14851999282836914,0.23943138122558594,0.16847105026245118
skel_opencv,0.4967525005340576,0.799445629119873,0.533404803276062
skel_dnn,1.6164531707763672,2.1655139923095703,1.740226650238037
